level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1781	2200	-1	
2	1	1	0	0	0	0	157	1778	1964	-1	
3	1	1	1	0	0	0	157	1778	1964	-1	
4	1	1	1	1	0	161	157	1158	76	-1	
5	1	1	1	1	1	161	157	175	75	96.351440	Life
5	1	1	1	1	2	374	178	117	54	95.088791	on
5	1	1	1	1	3	523	157	151	76	95.894722	the
5	1	1	1	1	4	712	157	296	76	96.885796	Grand
5	1	1	1	1	5	1043	157	276	76	96.477524	Canal
4	1	1	1	2	0	292	341	1243	68	-1	
5	1	1	1	2	1	292	343	88	50	95.682526	On
5	1	1	1	2	2	404	359	99	34	95.682526	our
5	1	1	1	2	3	520	344	116	65	96.194878	trip,
5	1	1	1	2	4	658	359	84	34	96.462105	we
5	1	1	1	2	5	764	359	117	34	96.395424	saw
5	1	1	1	2	6	903	359	162	49	95.460304	many
5	1	1	1	2	7	1089	341	90	67	95.417130	big
5	1	1	1	2	8	1202	341	168	67	96.329300	ships.
5	1	1	1	2	9	1389	341	146	67	96.329300	They
4	1	1	1	3	0	159	429	1385	68	-1	
5	1	1	1	3	1	159	430	209	52	96.066376	carried
5	1	1	1	3	2	391	429	260	53	96.051270	different
5	1	1	1	3	3	671	430	205	67	95.135254	goods.
5	1	1	1	3	4	899	432	168	50	95.008240	Some
5	1	1	1	3	5	1090	429	60	53	96.886673	of
5	1	1	1	3	6	1165	430	153	52	96.204819	them
5	1	1	1	3	7	1343	430	201	52	96.204819	moved
4	1	1	1	4	0	157	518	345	68	-1	
5	1	1	1	4	1	157	536	129	50	96.585419	very
5	1	1	1	4	2	304	518	198	68	96.190491	slowly.
4	1	1	1	5	0	15	811	1763	54	-1	
5	1	1	1	5	1	0	822	157	31	11.699265	ee
5	1	1	1	5	2	171	826	65	22	33.214783	ee
5	1	1	1	5	3	501	825	40	24	7.138260	Pr
5	1	1	1	5	4	641	825	75	29	20.057953	Bee
5	1	1	1	5	5	708	817	12	41	0.000000	o
5	1	1	1	5	6	736	820	46	36	22.311768	SP
5	1	1	1	5	7	808	811	86	54	16.789635	ELE
5	1	1	1	5	8	1002	811	185	54	17.509659	OE
5	1	1	1	5	9	1227	829	28	12	15.574127	«=
5	1	1	1	5	10	1266	832	115	24	43.227806	wee
5	1	1	1	5	11	1400	817	65	36	29.431641	ae
5	1	1	1	5	12	1483	830	7	10	34.208427	1
5	1	1	1	5	13	1507	817	84	43	25.768684	omnes
5	1	1	1	5	14	1597	817	37	43	24.583252	Sing
5	1	1	1	5	15	1704	832	74	25	46.786785	ue
4	1	1	1	6	0	65	897	1713	57	-1	
5	1	1	1	6	1	0	900	232	40	27.206642	TS
5	1	1	1	6	2	320	900	10	3	13.492615	—
5	1	1	1	6	3	421	910	159	33	0.000000	Wit
5	1	1	1	6	4	607	901	77	37	0.000000	O-)
5	1	1	1	6	5	712	906	22	31	0.585892	so
5	1	1	1	6	6	768	911	20	25	27.238785	Wee
5	1	1	1	6	7	820	908	39	30	32.277023	eek
5	1	1	1	6	8	908	902	203	37	39.346107	Cee
5	1	1	1	6	9	1238	921	4	3	0.000000	p
5	1	1	1	6	10	1267	897	108	57	0.000000	Nigeerss
5	1	1	1	6	11	1444	898	52	40	17.905563	CE
5	1	1	1	6	12	1526	901	200	37	21.500015	leg
4	1	1	1	7	0	0	945	1626	86	-1	
5	1	1	1	7	1	0	983	164	21	3.730736	a
5	1	1	1	7	2	292	980	72	23	41.058777	oe
5	1	1	1	7	3	417	979	12	9	37.683731	a
5	1	1	1	7	4	586	983	188	26	27.564705	eager
5	1	1	1	7	5	788	984	116	24	32.860962	ee
5	1	1	1	7	6	968	962	207	52	0.403221	Tote
5	1	1	1	7	7	1256	945	187	86	5.492928	neg
5	1	1	1	7	8	1528	965	98	45	28.015030	OS
5	1	1	1	7	9	1676	989	52	18	25.067642	thse
4	1	1	1	8	0	3	990	1761	91	-1	
5	1	1	1	8	1	3	990	873	78	18.201988	eee,
5	1	1	1	8	2	1054	996	3	46	52.880802	|
5	1	1	1	8	3	1174	996	249	70	13.589745	Pe
4	1	1	1	9	0	6	1129	1766	109	-1	
5	1	1	1	9	1	6	1158	90	50	17.343369	SSS
5	1	1	1	9	2	115	1146	570	92	34.235847	Se
5	1	1	1	9	3	815	1187	37	26	33.071793	ee
5	1	1	1	9	4	937	1191	25	22	21.898537	ee
5	1	1	1	9	5	1112	1166	201	47	36.818600	a.
5	1	1	1	9	6	1482	1129	290	84	9.554588	eee
4	1	1	1	10	0	5	1201	1772	103	-1	
5	1	1	1	10	1	5	1201	154	73	10.598221	Fen
5	1	1	1	10	2	182	1214	135	76	0.000000	aey
5	1	1	1	10	3	348	1211	175	56	32.652405	Wat
5	1	1	1	10	4	615	1213	51	56	22.474419	i
5	1	1	1	10	5	736	1212	82	57	33.465576	ed
5	1	1	1	10	6	865	1215	71	53	33.982437	os
5	1	1	1	10	7	945	1213	105	61	31.903801	tar
5	1	1	1	10	8	1063	1211	131	45	13.871017	ee
5	1	1	1	10	9	1374	1204	189	100	34.824005	a
5	1	1	1	10	10	1602	1208	175	57	24.794678	tae"
4	1	1	1	11	0	0	1280	1778	104	-1	
5	1	1	1	11	1	0	1280	146	85	0.000000	SNH
5	1	1	1	11	2	226	1305	231	79	38.201149	“Sey
5	1	1	1	11	3	491	1306	104	45	60.149727	SRE
5	1	1	1	11	4	708	1305	124	58	23.744225	Se
5	1	1	1	11	5	916	1304	414	48	24.731567	eee
5	1	1	1	11	6	1593	1296	185	75	28.921349	qe
4	1	1	1	12	0	129	1662	1649	43	-1	
5	1	1	1	12	1	129	1665	3	1	88.803955	=
5	1	1	1	12	2	353	1662	143	25	42.552109	ae
5	1	1	1	12	3	607	1669	22	28	64.632339	~
5	1	1	1	12	4	654	1681	9	2	13.211273	-
5	1	1	1	12	5	704	1677	58	15	2.766350	—
5	1	1	1	12	6	923	1663	49	26	0.000000	e—
5	1	1	1	12	7	1098	1703	4	2	0.000000	:
5	1	1	1	12	8	1559	1689	2	4	0.000000	.
5	1	1	1	12	9	1769	1689	9	5	68.485954	4
4	1	1	1	13	0	0	2036	1771	85	-1	
5	1	1	1	13	1	0	2037	90	55	35.184761	Ay
5	1	1	1	13	2	147	2039	47	33	22.471947	©)
5	1	1	1	13	3	348	2045	199	70	37.203804	te
5	1	1	1	13	4	559	2039	70	82	29.725082	a
5	1	1	1	13	5	655	2036	310	57	24.050659	SS
5	1	1	1	13	6	1185	2056	53	27	54.027710	—
