level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1781	2200	-1	
2	1	1	0	0	0	0	252	1778	1948	-1	
3	1	1	1	0	0	0	252	1778	1948	-1	
4	1	1	1	1	0	295	252	1189	67	-1	
5	1	1	1	1	1	295	256	49	47	96.948868	Bi
5	1	1	1	1	2	368	253	186	66	96.815834	Sheng
5	1	1	1	1	3	581	253	137	51	96.768509	used
5	1	1	1	1	4	742	253	153	51	95.769783	small
5	1	1	1	1	5	921	253	118	66	95.932259	clay
5	1	1	1	1	6	1056	262	166	57	96.635277	types
5	1	1	1	1	7	1240	252	85	52	95.718765	for
5	1	1	1	1	8	1344	253	140	51	96.852531	each
4	1	1	1	2	0	160	341	1457	67	-1	
5	1	1	1	2	1	160	341	296	52	96.489426	character.
5	1	1	1	2	2	478	341	178	52	95.787369	These
5	1	1	1	2	3	675	351	166	57	96.517296	types
5	1	1	1	2	4	863	341	161	52	96.619881	could
5	1	1	1	2	5	1052	341	71	52	96.950516	be
5	1	1	1	2	6	1148	351	96	57	96.489960	put
5	1	1	1	2	7	1262	341	263	67	96.427025	together
5	1	1	1	2	8	1546	359	71	34	96.283005	on
4	1	1	1	3	0	159	431	1413	67	-1	
5	1	1	1	3	1	159	450	32	32	96.771645	a
5	1	1	1	3	2	217	431	149	67	95.104683	plate
5	1	1	1	3	3	387	449	64	34	96.537453	as
5	1	1	1	3	4	473	450	32	32	96.052399	a
5	1	1	1	3	5	530	449	167	49	96.493629	page.
5	1	1	1	3	6	719	431	152	52	96.601585	After
5	1	1	1	3	7	894	435	247	63	96.741524	printing,
5	1	1	1	3	8	1161	431	131	67	96.889763	they
5	1	1	1	3	9	1312	431	162	52	96.691010	could
5	1	1	1	3	10	1500	431	72	52	96.960098	be
4	1	1	1	4	0	162	518	960	67	-1	
5	1	1	1	4	1	162	519	137	51	96.819550	used
5	1	1	1	4	2	324	522	167	63	96.338837	again
5	1	1	1	4	3	511	528	59	42	95.980217	to
5	1	1	1	4	4	595	518	160	52	95.939621	make
5	1	1	1	4	5	780	537	121	33	96.625816	new
5	1	1	1	4	6	924	537	198	48	96.400490	pages.
4	1	1	1	5	0	295	607	1322	67	-1	
5	1	1	1	5	1	295	610	49	48	92.276222	Bi
5	1	1	1	5	2	368	607	232	67	70.851822	Sheng’s
5	1	1	1	5	3	623	611	270	48	96.169113	invention
5	1	1	1	5	4	916	625	116	34	96.152542	was
5	1	1	1	5	5	1053	626	31	32	96.934387	a
5	1	1	1	5	6	1111	607	90	67	96.193321	big
5	1	1	1	5	7	1223	611	215	63	96.283180	turning
5	1	1	1	5	8	1464	611	153	63	96.118523	point
4	1	1	1	6	0	161	695	1325	68	-1	
5	1	1	1	6	1	161	699	46	48	96.988075	in
5	1	1	1	6	2	228	696	95	52	96.522324	the
5	1	1	1	6	3	349	696	201	67	95.846558	history
5	1	1	1	6	4	571	695	59	53	95.846558	of
5	1	1	1	6	5	650	699	248	64	96.395660	printing.
5	1	1	1	6	6	919	696	120	52	96.117966	This
5	1	1	1	6	7	1062	696	170	52	96.117966	made
5	1	1	1	6	8	1258	699	228	64	96.113754	printing
4	1	1	1	7	0	162	784	1290	67	-1	
5	1	1	1	7	1	162	785	157	51	96.620911	much
5	1	1	1	7	2	341	784	174	52	96.441292	faster
5	1	1	1	7	3	534	785	111	51	96.590279	and
5	1	1	1	7	4	670	788	196	48	96.210205	easier!
5	1	1	1	7	5	894	788	160	56	96.210205	Later,
5	1	1	1	7	6	1081	785	208	66	95.968925	people
5	1	1	1	7	7	1314	785	138	51	96.221542	used
4	1	1	1	8	0	674	873	874	52	-1	
5	1	1	1	8	1	674	873	167	52	96.334663	wood
5	1	1	1	8	2	866	873	111	52	96.192764	and
5	1	1	1	8	3	1003	873	165	52	96.136276	metal
5	1	1	1	8	4	1189	883	59	42	96.019676	to
5	1	1	1	8	5	1273	873	160	52	95.526047	make
5	1	1	1	8	6	1453	873	95	52	96.662872	the
4	1	1	1	9	0	370	935	5	19	-1	
5	1	1	1	9	1	370	935	5	19	88.017654	\
4	1	1	1	10	0	673	972	181	57	-1	
5	1	1	1	10	1	673	972	181	57	96.213371	types.
4	1	1	1	11	0	0	1115	623	85	-1	
5	1	1	1	11	1	0	1124	149	76	30.342087	A
5	1	1	1	11	2	526	1124	97	54	59.577202	A
4	1	1	1	12	0	385	1203	236	91	-1	
5	1	1	1	12	1	38	1201	83	51	79.999710	>
5	1	1	1	12	2	385	1203	236	91	51.221069	(as
4	1	1	1	13	0	2	1641	1762	55	-1	
5	1	1	1	13	1	2	1646	91	48	30.203407	“ol
5	1	1	1	13	2	163	1641	288	53	0.000000	Gaderer
5	1	1	1	13	3	1578	1657	186	39	29.550613	Heel
4	1	1	1	14	0	3	1676	1752	47	-1	
5	1	1	1	14	1	3	1690	95	22	36.146427	Sng
5	1	1	1	14	2	186	1680	29	43	22.808372	=.
5	1	1	1	14	3	250	1696	79	21	28.057220	NEY
5	1	1	1	14	4	343	1684	123	35	37.331902	thee
5	1	1	1	14	5	1544	1684	19	37	0.000000	=
5	1	1	1	14	6	1579	1691	24	21	38.484398	athe
5	1	1	1	14	7	1629	1693	53	26	2.319092	a)
5	1	1	1	14	8	1705	1676	50	30	34.776070	aS
