level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1781	2200	-1	
2	1	1	0	0	0	0	164	1778	2036	-1	
3	1	1	1	0	0	159	164	1441	495	-1	
4	1	1	1	1	0	291	164	1216	67	-1	
5	1	1	1	1	1	291	167	159	64	92.621925	Ziyun
5	1	1	1	1	2	472	164	137	52	95.960381	took
5	1	1	1	1	3	628	174	99	41	95.522842	out
5	1	1	1	1	4	748	164	78	51	95.522842	his
5	1	1	1	1	5	849	164	234	51	96.156082	needles
5	1	1	1	1	6	1104	164	111	52	96.662346	and
5	1	1	1	1	7	1241	174	96	57	96.641365	put
5	1	1	1	1	8	1355	164	152	51	96.367317	them
4	1	1	1	2	0	161	252	1274	67	-1	
5	1	1	1	2	1	161	256	109	48	96.528297	into
5	1	1	1	2	2	291	253	94	51	96.495941	the
5	1	1	1	2	3	410	256	169	48	91.695930	man’s
5	1	1	1	2	4	604	253	163	66	95.257599	body.
5	1	1	1	2	5	788	256	46	47	96.917725	A
5	1	1	1	2	6	856	256	204	48	96.142761	minute
5	1	1	1	2	7	1084	252	228	67	96.135315	passed,
5	1	1	1	2	8	1338	252	97	52	96.828606	but
4	1	1	1	3	0	161	341	1339	67	-1	
5	1	1	1	3	1	161	341	226	67	96.742165	nothing
5	1	1	1	3	2	413	341	324	67	93.299370	happened.
5	1	1	1	3	3	760	345	159	63	92.961151	Ziyun
5	1	1	1	3	4	943	341	194	52	95.109413	added
5	1	1	1	3	5	1162	359	160	34	96.162834	some
5	1	1	1	3	6	1347	359	153	34	96.758064	more
4	1	1	1	4	0	161	430	1439	67	-1	
5	1	1	1	4	1	161	430	250	52	96.581337	needles.
5	1	1	1	4	2	430	433	121	49	95.743744	Two
5	1	1	1	4	3	576	433	234	49	95.886742	minutes
5	1	1	1	4	4	834	430	142	59	95.665314	later,
5	1	1	1	4	5	996	430	96	51	96.763123	the
5	1	1	1	4	6	1118	448	124	33	96.716354	man
5	1	1	1	4	7	1266	430	231	67	96.603798	opened
5	1	1	1	4	8	1523	430	77	52	96.715675	his
4	1	1	1	5	0	159	519	1309	66	-1	
5	1	1	1	5	1	159	537	133	48	95.553177	eyes
5	1	1	1	5	2	303	515	25	74	90.382294	a
5	1	1	1	5	3	370	519	142	59	90.382294	little,
5	1	1	1	5	4	535	519	111	51	96.513321	and
5	1	1	1	5	5	672	519	77	51	96.552811	his
5	1	1	1	5	6	773	519	289	66	96.210304	breathing
5	1	1	1	5	7	1086	519	119	51	96.469803	also
5	1	1	1	5	8	1230	519	238	51	96.656059	became
4	1	1	1	6	0	162	607	192	52	-1	
5	1	1	1	6	1	162	607	192	52	96.044746	better.
3	1	1	2	0	0	158	695	1438	334	-1	
4	1	1	2	1	0	294	695	1180	68	-1	
5	1	1	2	1	1	294	699	278	64	96.625137	Everyone
5	1	1	2	1	2	592	714	115	33	96.590126	was
5	1	1	2	1	3	730	696	235	52	96.251724	relieved
5	1	1	2	1	4	989	696	111	52	96.369644	and
5	1	1	2	1	5	1124	696	243	67	96.192703	clapped
5	1	1	2	1	6	1389	695	85	53	96.993431	for
4	1	1	2	2	0	158	785	1427	67	-1	
5	1	1	2	2	1	158	788	178	63	91.605278	Ziyun.
5	1	1	2	2	2	359	788	159	63	91.671089	Ziyun
5	1	1	2	2	3	541	803	114	33	96.802742	was
5	1	1	2	2	4	681	785	195	67	95.878387	happy,
5	1	1	2	2	5	897	794	114	42	96.312263	too.
5	1	1	2	2	6	1038	788	86	48	96.634979	His
5	1	1	2	2	7	1148	788	182	63	96.913788	magic
5	1	1	2	2	8	1353	785	232	51	96.866684	needles
4	1	1	2	3	0	162	873	1434	67	-1	
5	1	1	2	3	1	162	873	204	67	96.625069	helped
5	1	1	2	3	2	390	891	143	34	95.167320	once
5	1	1	2	3	3	556	877	183	63	96.193848	again!
5	1	1	2	3	4	768	877	33	47	95.109451	It
5	1	1	2	3	5	820	891	115	34	96.637024	was
5	1	1	2	3	6	956	892	31	32	96.973122	a
5	1	1	2	3	7	1011	873	206	67	95.719505	special
5	1	1	2	3	8	1245	883	248	42	95.937653	moment
5	1	1	2	3	9	1511	873	85	52	96.891991	for
4	1	1	2	4	0	158	961	1071	68	-1	
5	1	1	2	4	1	158	965	178	64	92.733780	Ziyun.
5	1	1	2	4	2	362	965	34	48	84.656342	It
5	1	1	2	4	3	416	962	230	52	96.332344	showed
5	1	1	2	4	4	668	962	95	52	96.682243	the
5	1	1	2	4	5	788	980	189	49	96.618896	power
5	1	1	2	4	6	996	961	60	53	96.537682	of
5	1	1	2	4	7	1071	964	158	50	95.076164	TCM!
3	1	1	3	0	0	0	1932	1778	268	-1	
4	1	1	3	1	0	0	1932	1778	268	-1	
5	1	1	3	1	1	0	1945	253	153	32.650856	a
5	1	1	3	1	2	390	1985	66	40	61.876286	ne
5	1	1	3	1	3	920	2000	107	65	33.331161	Se,
5	1	1	3	1	4	1281	1998	167	86	24.478813	yc
5	1	1	3	1	5	1445	1932	224	268	66.546127	f°
5	1	1	3	1	6	1729	1976	49	41	77.886520	a
4	1	1	3	2	0	245	2120	1273	80	-1	
5	1	1	3	2	1	245	2143	146	57	53.147095	i
5	1	1	3	2	2	840	2146	1	3	81.627975	|
5	1	1	3	2	3	1515	2120	3	61	87.638840	|
