level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1781	2200	-1	
2	1	1	0	0	0	0	164	1672	2036	-1	
3	1	1	1	0	0	0	164	1674	2036	-1	
4	1	1	1	1	0	292	164	1224	67	-1	
5	1	1	1	1	1	292	164	211	60	96.139954	“Uncle,
5	1	1	1	1	2	524	182	106	49	96.528198	you
5	1	1	1	1	3	657	164	126	52	96.421692	look
5	1	1	1	1	4	805	164	96	52	95.664787	like
5	1	1	1	1	5	940	183	16	32	95.664787	a
5	1	1	1	1	6	981	164	353	67	93.277405	hedgehog,”
5	1	1	1	1	7	1355	167	161	64	90.399406	Ziyun
4	1	1	1	2	0	158	252	138	52	-1	
5	1	1	1	2	1	158	252	138	52	96.626259	said.
4	1	1	1	3	0	294	341	1282	67	-1	
5	1	1	1	3	1	294	341	165	52	96.310532	Uncle
5	1	1	1	3	2	480	341	212	60	96.187553	smiled,
5	1	1	1	3	3	715	344	167	49	96.439896	“Your
5	1	1	1	3	4	901	341	115	52	95.800941	dad
5	1	1	1	3	5	1041	351	97	57	95.800941	put
5	1	1	1	3	6	1155	341	164	52	96.262123	these
5	1	1	1	3	7	1343	341	233	52	96.621620	needles
4	1	1	1	4	0	160	429	313	68	-1	
5	1	1	1	4	1	160	433	47	48	95.757896	in
5	1	1	1	4	2	233	448	86	49	95.757896	my
5	1	1	1	4	3	341	429	132	68	96.111031	leg.”
4	1	1	1	5	0	291	518	1237	68	-1	
5	1	1	1	5	1	291	522	159	64	92.221397	Ziyun
5	1	1	1	5	2	473	536	115	34	96.460838	was
5	1	1	1	5	3	609	518	265	53	96.247139	shocked.
5	1	1	1	5	4	898	518	195	68	96.247139	“Why?
5	1	1	1	5	5	1116	518	99	52	96.630829	Did
5	1	1	1	5	6	1238	536	105	50	95.868652	you
5	1	1	1	5	7	1369	518	159	52	96.690926	make
4	1	1	1	6	0	162	607	685	67	-1	
5	1	1	1	6	1	162	607	120	52	96.546234	Dad
5	1	1	1	6	2	305	609	235	65	96.138229	angry?”
5	1	1	1	6	3	564	607	69	52	96.689850	he
5	1	1	1	6	4	655	607	192	52	96.096626	asked.
4	1	1	1	7	0	294	696	562	67	-1	
5	1	1	1	7	1	294	699	277	64	96.739990	Everyone
5	1	1	1	7	2	596	696	260	67	95.874481	laughed.
4	1	1	1	8	0	0	938	1177	288	-1	
5	1	1	1	8	1	0	1195	6	7	17.235931	|
5	1	1	1	8	2	882	1108	79	100	25.013306	cS
5	1	1	1	8	3	1082	938	95	288	0.000000	-
4	1	1	1	9	0	907	1209	43	31	-1	
5	1	1	1	9	1	907	1209	43	31	0.000000	or
5	1	1	1	9	2	1123	1229	35	20	0.000000	Y”
4	1	1	1	10	0	935	1251	152	32	-1	
5	1	1	1	10	1	935	1251	152	32	50.864746	NG
4	1	1	1	11	0	1093	1689	579	511	-1	
5	1	1	1	11	1	1093	1689	383	511	10.612068	£
5	1	1	1	11	2	1538	1969	134	127	14.859779	@
