level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1781	2200	-1	
2	1	1	0	0	0	0	598	1672	1438	-1	
3	1	1	1	0	0	0	598	1672	1438	-1	
4	1	1	1	1	0	0	598	1672	210	-1	
5	1	1	1	1	1	0	633	404	76	0.000000	LNua
5	1	1	1	1	2	545	650	13	58	89.069298	|
5	1	1	1	1	3	693	629	57	78	36.295811	=
5	1	1	1	1	4	1064	598	167	157	40.279747	oe
5	1	1	1	1	5	1397	648	94	160	38.029560	q
5	1	1	1	1	6	1521	627	151	82	12.971077	ag
4	1	1	1	2	0	0	1854	149	82	-1	
5	1	1	1	2	1	0	1854	149	82	36.148460	Fol
4	1	1	1	3	0	106	1970	133	66	-1	
5	1	1	1	3	1	106	1970	133	66	42.413696	090,
