level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1781	2200	-1	
2	1	1	0	0	0	0	1	1778	2153	-1	
3	1	1	1	0	0	0	1	1778	2153	-1	
4	1	1	1	1	0	0	1	1760	35	-1	
5	1	1	1	1	1	0	3	25	25	30.090378	he
5	1	1	1	1	2	73	5	41	18	0.000000	jie
5	1	1	1	1	3	106	0	12	32	0.000000	S
5	1	1	1	1	4	415	4	75	30	29.450600	Dele
5	1	1	1	1	5	522	13	44	20	12.945099	eho
5	1	1	1	1	6	605	11	37	24	28.083000	a?
5	1	1	1	1	7	678	5	49	28	36.915268	SE
5	1	1	1	1	8	795	11	22	20	7.899399	ce
5	1	1	1	1	9	840	3	95	31	23.406204	ee
5	1	1	1	1	10	953	4	21	22	28.227341	Tee
5	1	1	1	1	11	1041	6	83	20	29.661629	ale
5	1	1	1	1	12	1154	9	75	27	21.483849	Fi
5	1	1	1	1	13	1260	4	56	21	37.401619	ng?
5	1	1	1	1	14	1363	7	13	20	52.315525	AN
5	1	1	1	1	15	1418	9	34	18	0.000000	CWA"r
5	1	1	1	1	16	1508	30	3	4	21.485489	4
5	1	1	1	1	17	1530	1	73	34	40.341396	LAS
5	1	1	1	1	18	1643	3	44	32	15.099571	sek
5	1	1	1	1	19	1713	10	47	23	23.306511	BS.
4	1	1	1	2	0	353	135	1420	21	-1	
5	1	1	1	2	1	353	138	64	14	5.507591	pale
5	1	1	1	2	2	586	139	24	12	23.819038	Pe
5	1	1	1	2	3	763	138	24	15	52.417084	ro
5	1	1	1	2	4	862	140	43	13	30.604973	Oe]
5	1	1	1	2	5	998	141	8	13	0.000000	Cae
5	1	1	1	2	6	1164	136	5	9	14.505684	+
5	1	1	1	2	7	1184	128	9	33	52.748871	\
5	1	1	1	2	8	1246	142	3	5	38.905926	eS
5	1	1	1	2	9	1305	139	1	5	55.898048	=
5	1	1	1	2	10	1342	140	7	10	6.704254	0)
5	1	1	1	2	11	1457	146	5	7	87.392181	~
