level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1781	2200	-1	
2	1	1	0	0	0	4	163	1669	1932	-1	
3	1	1	1	0	0	4	163	1669	1932	-1	
4	1	1	1	1	0	292	163	1158	68	-1	
5	1	1	1	1	1	292	163	78	53	96.770660	Of
5	1	1	1	1	2	388	167	214	49	96.458504	course!
5	1	1	1	1	3	627	166	282	50	96.128922	Scientists
5	1	1	1	1	4	932	164	146	52	96.425705	need
5	1	1	1	1	5	1100	173	59	43	95.401367	to
5	1	1	1	1	6	1184	164	159	52	95.275032	know
5	1	1	1	1	7	1365	181	85	50	96.974060	my
4	1	1	1	2	0	162	252	1262	68	-1	
5	1	1	1	2	1	162	252	189	67	96.652145	height
5	1	1	1	2	2	368	252	84	52	96.853699	for
5	1	1	1	2	3	469	252	139	52	96.279854	their
5	1	1	1	2	4	629	252	270	52	96.499847	research.
5	1	1	1	2	5	926	256	96	48	96.328888	For
5	1	1	1	2	6	1041	252	271	68	95.809273	example,
5	1	1	1	2	7	1338	270	86	50	96.537415	my
4	1	1	1	3	0	162	340	1379	68	-1	
5	1	1	1	3	1	162	341	189	67	96.233360	height
5	1	1	1	3	2	371	341	134	52	96.694801	data
5	1	1	1	3	3	529	345	41	48	96.851944	is
5	1	1	1	3	4	592	345	300	63	96.721474	important
5	1	1	1	3	5	908	340	85	53	95.140114	for
5	1	1	1	3	6	1012	341	213	52	96.860580	studies
5	1	1	1	3	7	1246	340	61	53	96.860580	of
5	1	1	1	3	8	1325	341	216	52	96.279854	climate
4	1	1	1	4	0	159	429	1452	68	-1	
5	1	1	1	4	1	159	429	267	68	96.702263	changes.
5	1	1	1	4	2	450	430	171	52	95.852943	China
5	1	1	1	4	3	647	430	153	67	95.557899	plays
5	1	1	1	4	4	822	449	32	32	95.557899	a
5	1	1	1	4	5	878	430	99	67	96.568703	key
5	1	1	1	4	6	999	430	112	52	94.601212	role
5	1	1	1	4	7	1133	433	47	48	94.601212	in
5	1	1	1	4	8	1201	429	105	53	96.591522	this
5	1	1	1	4	9	1325	429	164	53	96.143898	work.
5	1	1	1	4	10	1514	433	97	49	96.143898	But
4	1	1	1	5	0	206	518	1375	68	-1	
5	1	1	1	5	1	206	522	313	64	96.714546	measuring
5	1	1	1	5	2	545	536	90	35	95.651459	me
5	1	1	1	5	3	657	522	42	49	95.651459	is
5	1	1	1	5	4	722	528	95	43	96.957161	not
5	1	1	1	5	5	832	522	110	64	96.688637	just
5	1	1	1	5	6	961	537	33	32	96.639999	a
5	1	1	1	5	7	1015	518	263	53	96.639999	scientific
5	1	1	1	5	8	1295	518	139	53	96.697868	task.
5	1	1	1	5	9	1466	522	1	47	81.483109	|
5	1	1	1	5	10	1491	536	90	33	81.483109	am
4	1	1	1	6	0	74	586	1477	89	-1	
5	1	1	1	6	1	24	586	138	95	17.428162	“SS
5	1	1	1	6	2	288	625	112	34	94.112976	one
5	1	1	1	6	3	421	606	61	53	93.305237	of
5	1	1	1	6	4	502	610	234	49	89.013588	nature’s
5	1	1	1	6	5	755	607	261	52	96.920502	wonders
5	1	1	1	6	6	1036	607	111	52	96.998337	and
5	1	1	1	6	7	1173	607	209	68	96.961502	people
5	1	1	1	6	8	1403	616	148	43	96.968430	want
4	1	1	1	7	0	4	610	1042	203	-1	
5	1	1	1	7	1	4	610	239	203	58.414043	rae
5	1	1	1	7	2	273	766	17	22	23.792000	___
5	1	1	1	7	3	391	705	61	43	82.170288	to
5	1	1	1	7	4	476	695	159	53	94.880920	know
5	1	1	1	7	5	654	695	64	52	96.329826	all
5	1	1	1	7	6	741	695	179	53	96.805069	about
5	1	1	1	7	7	942	713	104	35	96.941551	me.
4	1	1	1	8	0	1538	1969	135	68	-1	
5	1	1	1	8	1	1538	1969	135	68	36.083721	08,
4	1	1	1	9	0	1307	2011	355	84	-1	
5	1	1	1	9	1	1307	2078	5	6	72.292786	3
5	1	1	1	9	2	1561	2011	101	84	68.521782	ar
