level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1781	2200	-1	
2	1	1	0	0	0	0	28	1778	2064	-1	
3	1	1	1	0	0	196	2	1409	761	-1	
4	1	1	1	1	0	487	28	122	42	-1	
5	1	1	1	1	1	487	28	122	42	58.592422	Wy
4	1	1	1	2	0	565	245	828	76	-1	
5	1	1	1	2	1	565	263	2	2	25.671906	fo
5	1	1	1	2	2	870	267	91	53	85.323860	Am
5	1	1	1	2	3	996	247	30	73	87.558647	I
5	1	1	1	2	4	1062	245	331	76	96.122704	Taller?
4	1	1	1	3	0	196	427	1232	63	-1	
5	1	1	1	3	1	196	427	103	36	21.934105	es
5	1	1	1	3	2	932	433	47	48	96.502983	In
5	1	1	1	3	3	1004	432	160	58	96.616211	2020,
5	1	1	1	3	4	1189	430	239	52	96.781281	Chinese
4	1	1	1	4	0	343	519	1161	52	-1	
5	1	1	1	4	1	285	523	137	10	2.329704	ae
5	1	1	1	4	2	789	522	280	49	94.405617	scientists
5	1	1	1	4	3	1094	519	296	51	96.124496	measured
5	1	1	1	4	4	1416	537	88	33	96.546043	me
4	1	1	1	5	0	803	609	802	67	-1	
5	1	1	1	5	1	803	612	176	64	95.538231	again.
5	1	1	1	5	2	1006	612	276	63	96.662857	Everyone
5	1	1	1	5	3	1303	609	222	51	96.470284	wanted
5	1	1	1	5	4	1547	618	58	42	96.457382	to
4	1	1	1	6	0	324	695	1244	68	-1	
5	1	1	1	6	1	324	740	6	5	0.000000	,
5	1	1	1	6	2	798	695	160	53	96.617691	know
5	1	1	1	6	3	981	714	85	49	96.759476	my
5	1	1	1	6	4	1089	714	121	34	95.559540	new
5	1	1	1	6	5	1233	696	203	67	95.559540	height.
5	1	1	1	6	6	1456	696	112	52	96.508408	The
3	1	1	2	0	0	41	780	1737	635	-1	
4	1	1	2	1	0	291	780	1487	91	-1	
5	1	1	2	1	1	291	784	93	74	27.089745	4.
5	1	1	2	1	2	447	792	81	58	29.577469	Wai
5	1	1	2	1	3	548	784	67	83	57.016495	li
5	1	1	2	1	4	783	780	286	57	87.789825	scientists
5	1	1	2	1	5	1091	794	167	57	94.437935	spent
5	1	1	2	1	6	1277	803	132	33	96.217697	over
5	1	1	2	1	7	1425	794	112	42	96.406990	two
5	1	1	2	1	8	1777	841	1	30	73.427467	|
4	1	1	2	2	0	409	833	1369	176	-1	
5	1	1	2	2	1	409	833	86	176	0.000000	/}
5	1	1	2	2	2	538	880	8	10	51.298370	i)
5	1	1	2	2	3	613	868	46	74	0.000000	\~
5	1	1	2	2	4	798	873	220	52	95.861565	months
5	1	1	2	2	5	1038	873	122	51	96.073784	with
5	1	1	2	2	6	1187	891	103	34	96.403091	me.
5	1	1	2	2	7	1310	873	146	67	96.074051	They
5	1	1	2	2	8	1479	873	137	52	96.074051	used
5	1	1	2	2	9	1777	884	1	27	87.666733	|
4	1	1	2	3	0	430	937	1348	88	-1	
5	1	1	2	3	1	430	949	27	55	31.453781	f
5	1	1	2	3	2	663	956	9	32	45.816841	\\.
5	1	1	2	3	3	797	962	240	52	90.538681	Chinese
5	1	1	2	3	4	1057	962	146	52	95.881477	tools
5	1	1	2	3	5	1224	962	111	52	96.351921	and
5	1	1	2	3	6	1777	937	1	88	94.858337	|
4	1	1	2	4	0	41	1375	1737	45	-1	
5	1	1	2	4	1	37	1373	8	46	81.746101	|
5	1	1	2	4	2	127	1377	36	12	46.836647	ae
5	1	1	2	4	3	444	1381	56	28	0.000000	~
5	1	1	2	4	4	533	1387	37	22	25.875519	Bw
5	1	1	2	4	5	746	1375	12	45	0.000000	ps
5	1	1	2	4	6	1777	1395	1	12	64.670555	|
3	1	1	3	0	0	0	1551	1776	541	-1	
4	1	1	3	1	0	7	1551	1586	78	-1	
5	1	1	3	1	1	7	1579	86	38	0.000000	Get
5	1	1	3	1	2	177	1603	55	26	22.484482	Wy
5	1	1	3	1	3	786	1554	109	53	42.510742	“Ss
5	1	1	3	1	4	913	1551	65	29	34.315117	aon:
4	1	1	3	2	0	0	1766	1719	67	-1	
5	1	1	3	2	1	0	1765	134	63	4.547997	ee
5	1	1	3	2	2	180	1762	95	71	3.492386	ae
5	1	1	3	2	3	350	1761	317	70	19.442680	a
5	1	1	3	2	4	1472	1790	64	43	0.000000	a
5	1	1	3	2	5	1595	1788	178	45	21.238396	ee
4	1	1	3	3	0	0	1813	1776	102	-1	
5	1	1	3	3	1	0	1830	187	50	27.550797	ee
5	1	1	3	3	2	300	1828	191	87	29.916908	ee
5	1	1	3	3	3	623	1830	220	47	13.095657	ESS
5	1	1	3	3	4	905	1813	195	62	18.940567	eer
5	1	1	3	3	5	1479	1828	163	49	24.872429	ea
4	1	1	3	4	0	146	2017	1630	75	-1	
5	1	1	3	4	1	0	2031	119	57	26.653130	Se
5	1	1	3	4	2	213	2038	126	50	27.225555	EP
5	1	1	3	4	3	423	2042	8	39	35.490067	en
5	1	1	3	4	4	562	2042	97	45	12.878532	ta
5	1	1	3	4	5	761	2039	50	48	16.073013	oe
5	1	1	3	4	6	822	2041	66	46	43.315701	4
5	1	1	3	4	7	963	2017	111	75	33.716423	ae
5	1	1	3	4	8	1528	2036	84	52	22.007057	faye
5	1	1	3	4	9	1628	2039	148	53	21.061737	Cerne
