level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1781	2200	-1	
2	1	1	0	0	0	157	164	1608	1839	-1	
3	1	1	1	0	0	160	164	1416	333	-1	
4	1	1	1	1	0	290	164	1189	66	-1	
5	1	1	1	1	1	290	164	119	51	96.621017	This
5	1	1	1	1	2	428	164	341	66	96.373993	technology
5	1	1	1	1	3	787	182	116	33	95.786919	was
5	1	1	1	1	4	925	164	176	51	95.786919	called
5	1	1	1	1	5	1124	164	94	51	96.287575	the
5	1	1	1	1	6	1242	164	237	51	96.524010	“second
4	1	1	1	2	0	161	252	1314	67	-1	
5	1	1	1	2	1	161	256	270	48	96.674171	invention
5	1	1	1	2	2	456	252	59	52	96.820740	of
5	1	1	1	2	3	530	253	96	51	96.406998	the
5	1	1	1	2	4	650	256	230	63	96.020348	printing
5	1	1	1	2	5	904	262	206	57	96.623322	system
5	1	1	1	2	6	1132	252	83	52	95.979080	for
5	1	1	1	2	7	1236	253	239	51	95.979080	Chinese
4	1	1	1	3	0	160	341	1416	67	-1	
5	1	1	1	3	1	160	341	353	52	94.675690	characters”.
5	1	1	1	3	2	534	341	111	52	96.887978	The
5	1	1	1	3	3	666	341	114	52	96.846245	first
5	1	1	1	3	4	800	359	130	42	96.430283	was,
5	1	1	1	3	5	954	341	60	52	95.947426	of
5	1	1	1	3	6	1031	359	212	42	95.947426	course,
5	1	1	1	3	7	1270	345	49	47	93.005623	Bi
5	1	1	1	3	8	1344	341	232	67	77.800117	Sheng’s
4	1	1	1	4	0	162	430	690	67	-1	
5	1	1	1	4	1	162	430	417	66	92.162964	movable-type
5	1	1	1	4	2	605	433	247	64	96.033646	printing.
3	1	1	2	0	0	157	519	1460	332	-1	
4	1	1	2	1	0	295	519	1299	66	-1	
5	1	1	2	1	1	295	522	95	48	95.071930	For
5	1	1	2	1	2	408	522	176	63	96.260315	Wang
5	1	1	2	1	3	608	522	167	56	96.662827	Xuan,
5	1	1	2	1	4	797	519	94	51	96.264862	the
5	1	1	2	1	5	917	519	226	66	96.222870	biggest
5	1	1	2	1	6	1164	519	292	66	95.673302	challenge
5	1	1	2	1	7	1478	537	116	33	96.280281	was
4	1	1	2	2	0	157	607	1402	67	-1	
5	1	1	2	2	1	157	617	58	42	96.953918	to
5	1	1	2	2	2	240	617	96	57	96.853653	put
5	1	1	2	2	3	354	607	94	52	96.936218	the
5	1	1	2	2	4	475	607	149	67	96.579720	large
5	1	1	2	2	5	650	607	233	52	96.576485	number
5	1	1	2	2	6	903	607	59	52	96.485291	of
5	1	1	2	2	7	980	607	239	52	95.734589	Chinese
5	1	1	2	2	8	1243	608	316	51	95.734589	characters
4	1	1	2	3	0	160	696	1312	67	-1	
5	1	1	2	3	1	160	696	261	66	96.435692	correctly
5	1	1	2	3	2	445	700	108	47	96.202110	into
5	1	1	2	3	3	573	696	96	51	96.925941	the
5	1	1	2	3	4	691	706	302	57	96.483345	computer.
5	1	1	2	3	5	1013	696	120	51	96.535530	This
5	1	1	2	3	6	1154	714	114	33	95.270317	was
5	1	1	2	3	7	1291	715	31	31	95.270317	a
5	1	1	2	3	8	1343	714	129	48	96.768288	very
4	1	1	2	4	0	160	784	1457	67	-1	
5	1	1	2	4	1	160	784	226	52	96.276184	difficult
5	1	1	2	4	2	409	785	251	66	96.278236	problem
5	1	1	2	4	3	681	784	84	52	96.123993	for
5	1	1	2	4	4	784	788	274	48	96.123993	scientists
5	1	1	2	4	5	1079	785	64	50	95.771950	all
5	1	1	2	4	6	1168	803	130	33	96.613419	over
5	1	1	2	4	7	1315	785	95	51	96.515289	the
5	1	1	2	4	8	1431	785	186	51	96.967010	world.
3	1	1	3	0	0	516	1189	1249	814	-1	
4	1	1	3	1	0	625	1189	1140	96	-1	
5	1	1	3	1	1	625	1198	112	66	18.037018	57
5	1	1	3	1	2	760	1205	340	80	29.060379	line
5	1	1	3	1	3	1658	1189	107	77	68.776497	@
4	1	1	3	2	0	615	1869	395	60	-1	
5	1	1	3	2	1	615	1869	54	36	20.053017	fF,
5	1	1	3	2	2	750	1876	29	45	50.857925	hi
5	1	1	3	2	3	815	1910	64	19	10.154564	~~
5	1	1	3	2	4	999	1886	11	9	51.782722	di
4	1	1	3	3	0	747	1843	894	160	-1	
5	1	1	3	3	1	516	1912	185	64	37.547550	|
5	1	1	3	3	2	1488	1843	153	118	92.045158	®
